Datetime,load_kW
2020-04-26 04:00:00,31.301386666666676
2020-04-26 04:15:00,31.300766666666668
2020-04-26 04:30:00,31.058566666666668
2020-04-26 04:45:00,33.53396
2020-04-26 05:00:00,29.196033333333336
2020-04-26 05:15:00,30.401273333333336
2020-04-26 05:30:00,32.24308666666666
2020-04-26 05:45:00,32.342373333333335
2020-04-26 06:00:00,29.304306666666662
2020-04-26 06:15:00,31.59350666666667
2020-04-26 06:30:00,31.640706666666674
2020-04-26 06:45:00,31.00148
2020-04-26 07:00:00,33.518840000000004
2020-04-26 07:15:00,29.373100000000004
2020-04-26 07:30:00,28.931300000000007
2020-04-26 07:45:00,32.50726
2020-04-26 08:00:00,32.68507333333333
2020-04-26 08:15:00,31.659473333333334
2020-04-26 08:30:00,31.160606666666673
2020-04-26 08:45:00,32.1752
2020-04-26 09:00:00,29.12285333333334
2020-04-26 09:15:00,33.30766666666667
2020-04-26 09:30:00,32.738899999999994
2020-04-26 09:45:00,32.321639999999995
2020-04-26 10:00:00,36.69334
2020-04-26 10:15:00,29.9992
2020-04-26 10:30:00,31.87530666666667
2020-04-26 10:45:00,33.91529333333333
2020-04-26 11:00:00,32.224759999999996
2020-04-26 11:15:00,32.67593333333333
2020-04-26 11:30:00,34.46996666666666
2020-04-26 11:45:00,33.601459999999996
2020-04-26 12:00:00,30.716226666666667
2020-04-26 12:15:00,37.13901333333334
2020-04-26 12:30:00,30.726573333333338
2020-04-26 12:45:00,34.13326
2020-04-26 13:00:00,34.017873333333334
2020-04-26 13:15:00,30.744660000000003
2020-04-26 13:30:00,36.13177333333333
2020-04-26 13:45:00,31.77788
2020-04-26 14:00:00,35.81944
2020-04-26 14:15:00,32.30952
2020-04-26 14:30:00,34.186699999999995
2020-04-26 14:45:00,34.22773333333334
2020-04-26 15:00:00,34.22898
2020-04-26 15:15:00,34.05622666666667
2020-04-26 15:30:00,32.33106666666667
2020-04-26 15:45:00,34.26636
2020-04-26 16:00:00,32.88594
2020-04-26 16:15:00,34.03193333333334
2020-04-26 16:30:00,32.887640000000005
2020-04-26 16:45:00,34.204820000000005
2020-04-26 17:00:00,34.45316666666667
2020-04-26 17:15:00,33.29974666666667
2020-04-26 17:30:00,33.57248666666667
2020-04-26 17:45:00,32.20379333333334
2020-04-26 18:00:00,33.52162
2020-04-26 18:15:00,32.079346666666666
2020-04-26 18:30:00,33.76273333333333
2020-04-26 18:45:00,34.17482
2020-04-26 19:00:00,32.10854666666667
2020-04-26 19:15:00,35.74259333333334
2020-04-26 19:30:00,31.99195333333333
2020-04-26 19:45:00,33.75436666666667
2020-04-26 20:00:00,33.75644666666666
2020-04-26 20:15:00,30.28577333333333
2020-04-26 20:30:00,35.709446666666665
2020-04-26 20:45:00,30.333213333333337
2020-04-26 21:00:00,36.94633333333333
2020-04-26 21:15:00,30.025893333333336
2020-04-26 21:30:00,33.58367333333334
2020-04-26 21:45:00,33.43546
2020-04-26 22:00:00,32.02271333333333
2020-04-26 22:15:00,35.19530666666666
2020-04-26 22:30:00,30.218940000000007
2020-04-26 22:45:00,35.467233333333326
2020-04-26 23:00:00,30.030186666666673
2020-04-26 23:15:00,31.485493333333334
2020-04-26 23:30:00,34.24615333333334
2020-04-26 23:45:00,30.709026666666666
2020-04-27 00:00:00,36.425693333333335
2020-04-27 00:15:00,38.13552
2020-04-27 00:30:00,37.52565333333333
2020-04-27 00:45:00,37.88032666666666
2020-04-27 01:00:00,38.06334666666667
2020-04-27 01:15:00,38.281813333333325
2020-04-27 01:30:00,37.06260666666666
2020-04-27 01:45:00,39.78908
2020-04-27 02:00:00,37.09858666666666
2020-04-27 02:15:00,36.82759333333333
2020-04-27 02:30:00,38.23472
2020-04-27 02:45:00,37.910426666666666
2020-04-27 03:00:00,36.41200666666667
2020-04-27 03:15:00,37.101193333333335
2020-04-27 03:30:00,38.67664666666666
2020-04-27 03:45:00,37.14506666666668
2020-04-27 04:00:00,37.83326666666666
2020-04-27 04:15:00,37.991453333333325
2020-04-27 04:30:00,35.71798666666667
2020-04-27 04:45:00,38.651266666666665
2020-04-27 05:00:00,36.28145333333334
2020-04-27 05:15:00,36.75626
2020-04-27 05:30:00,35.527879999999996
2020-04-27 05:45:00,51.850080000000005
2020-04-27 06:00:00,55.72135999999999
2020-04-27 06:15:00,56.99814
2020-04-27 06:30:00,55.391233333333346
2020-04-27 06:45:00,56.950219999999995
2020-04-27 07:00:00,52.994279999999996
2020-04-27 07:15:00,58.571680000000015
2020-04-27 07:30:00,57.37929999999999
2020-04-27 07:45:00,57.54308
2020-04-27 08:00:00,58.84361333333333
2020-04-27 08:15:00,59.10810666666667
2020-04-27 08:30:00,59.03042666666667
2020-04-27 08:45:00,58.78648
2020-04-27 09:00:00,58.908393333333336
2020-04-27 09:15:00,59.64085999999999
2020-04-27 09:30:00,61.69002
2020-04-27 09:45:00,61.498200000000004
2020-04-27 10:00:00,61.30704
2020-04-27 10:15:00,61.599520000000005
2020-04-27 10:30:00,61.909766666666656
2020-04-27 10:45:00,60.71266666666667
2020-04-27 11:00:00,60.78309333333334
2020-04-27 11:15:00,65.20957333333334
2020-04-27 11:30:00,66.34867333333334
2020-04-27 11:45:00,59.91836
2020-04-27 12:00:00,63.89853333333334
2020-04-27 12:15:00,63.41686
2020-04-27 12:30:00,66.75372666666667
2020-04-27 12:45:00,62.35956
2020-04-27 13:00:00,62.014446666666664
2020-04-27 13:15:00,69.76281999999999
2020-04-27 13:30:00,64.58601333333334
2020-04-27 13:45:00,63.21622666666667
2020-04-27 14:00:00,71.74500666666668
2020-04-27 14:15:00,62.45062666666667
2020-04-27 14:30:00,69.29434666666666
2020-04-27 14:45:00,66.21899333333333
2020-04-27 15:00:00,65.94412666666668
2020-04-27 15:15:00,67.97528666666666
2020-04-27 15:30:00,68.69395333333333
2020-04-27 15:45:00,67.84345333333333
2020-04-27 16:00:00,64.91184000000001
2020-04-27 16:15:00,64.12228
2020-04-27 16:30:00,61.22746666666668
2020-04-27 16:45:00,63.75302666666666
2020-04-27 17:00:00,64.04610666666666
2020-04-27 17:15:00,57.4576
2020-04-27 17:30:00,68.69615333333333
2020-04-27 17:45:00,59.4562
2020-04-27 18:00:00,64.67646666666666
2020-04-27 18:15:00,56.55782
2020-04-27 18:30:00,59.647726666666664
2020-04-27 18:45:00,59.50342666666666
2020-04-27 19:00:00,56.60800666666666
2020-04-27 19:15:00,58.090299999999985
2020-04-27 19:30:00,64.24844
2020-04-27 19:45:00,57.24972666666667
2020-04-27 20:00:00,52.41674666666667
2020-04-27 20:15:00,45.37881333333333
2020-04-27 20:30:00,45.89057333333333
2020-04-27 20:45:00,47.43139999999999
2020-04-27 21:00:00,46.80828666666666
2020-04-27 21:15:00,45.448393333333335
2020-04-27 21:30:00,45.08854
2020-04-27 21:45:00,44.445213333333335
2020-04-27 22:00:00,42.36017999999999
2020-04-27 22:15:00,42.139853333333335
2020-04-27 22:30:00,40.29516
2020-04-27 22:45:00,38.861486666666664
2020-04-27 23:00:00,40.02982666666666
2020-04-27 23:15:00,39.731613333333335
2020-04-27 23:30:00,40.467839999999995
2020-04-27 23:45:00,40.118046666666665
2020-04-28 00:00:00,40.42481333333333
2020-04-28 00:15:00,40.61307333333333
2020-04-28 00:30:00,41.849653333333336
2020-04-28 00:45:00,39.06147333333333
2020-04-28 01:00:00,40.48811333333333
2020-04-28 01:15:00,39.273286666666664
2020-04-28 01:30:00,40.609199999999994
2020-04-28 01:45:00,38.977153333333334
2020-04-28 02:00:00,40.520606666666666
2020-04-28 02:15:00,40.23534
2020-04-28 02:30:00,38.84291333333333
2020-04-28 02:45:00,38.94034
2020-04-28 03:00:00,39.778
2020-04-28 03:15:00,39.695773333333335
2020-04-28 03:30:00,40.64452666666667
2020-04-28 03:45:00,38.91158666666666
2020-04-28 04:00:00,39.294999999999995
2020-04-28 04:15:00,39.128146666666666
2020-04-28 04:30:00,39.36381333333334
2020-04-28 04:45:00,37.528953333333334
2020-04-28 05:00:00,40.08009333333333
2020-04-28 05:15:00,39.26597333333333
2020-04-28 05:30:00,37.56239333333333
2020-04-28 05:45:00,39.537639999999996
2020-04-28 06:00:00,50.93683333333334
2020-04-28 06:15:00,60.28292666666666
2020-04-28 06:30:00,61.1633
2020-04-28 06:45:00,60.9321
2020-04-28 07:00:00,61.14412
2020-04-28 07:15:00,60.96413333333333
2020-04-28 07:30:00,60.76865333333334
2020-04-28 07:45:00,61.425473333333336
2020-04-28 08:00:00,63.525786666666676
2020-04-28 08:15:00,63.43895333333332
2020-04-28 08:30:00,63.858560000000004
2020-04-28 08:45:00,64.91636
2020-04-28 09:00:00,64.58885333333333
2020-04-28 09:15:00,64.80599999999998
2020-04-28 09:30:00,65.61197333333334
2020-04-28 09:45:00,65.88775333333332
2020-04-28 10:00:00,65.90315333333334
2020-04-28 10:15:00,67.07065333333334
2020-04-28 10:30:00,66.34088000000001
2020-04-28 10:45:00,69.79351999999999
2020-04-28 11:00:00,69.10278
2020-04-28 11:15:00,75.15808666666668
2020-04-28 11:30:00,68.22078
2020-04-28 11:45:00,74.56091333333333
2020-04-28 12:00:00,73.82668
2020-04-28 12:15:00,69.01689333333334
2020-04-28 12:30:00,75.63265999999999
2020-04-28 12:45:00,72.32278666666666
2020-04-28 13:00:00,68.74795333333333
2020-04-28 13:15:00,75.48046
2020-04-28 13:30:00,81.16645999999999
2020-04-28 13:45:00,136.73666666666668
2020-04-28 14:00:00,129.52506666666665
2020-04-28 14:15:00,130.88306666666665
2020-04-28 14:30:00,98.68375
2020-04-28 14:45:00,72.19244666666667
2020-04-28 15:00:00,71.57202666666667
2020-04-28 15:15:00,72.45388
2020-04-28 15:30:00,74.64268
2020-04-28 15:45:00,75.00577999999999
2020-04-28 16:00:00,74.47746
2020-04-28 16:15:00,69.03294666666667
2020-04-28 16:30:00,66.85841333333335
2020-04-28 16:45:00,70.67305333333334
2020-04-28 17:00:00,62.97276666666667
2020-04-28 17:15:00,68.11742666666666
2020-04-28 17:30:00,57.5924
2020-04-28 17:45:00,62.13308
2020-04-28 18:00:00,60.352113333333335
2020-04-28 18:15:00,55.06539333333333
2020-04-28 18:30:00,54.42782666666667
2020-04-28 18:45:00,55.905153333333345
2020-04-28 19:00:00,53.533500000000004
2020-04-28 19:15:00,57.65615333333334
2020-04-28 19:30:00,52.61756666666667
2020-04-28 19:45:00,53.31637333333333
2020-04-28 20:00:00,48.24983333333333
2020-04-28 20:15:00,40.18852666666667
2020-04-28 20:30:00,40.099606666666666
2020-04-28 20:45:00,39.80622666666667
2020-04-28 21:00:00,41.31306666666667
2020-04-28 21:15:00,42.16132666666667
2020-04-28 21:30:00,39.37572
2020-04-28 21:45:00,41.24442666666667
2020-04-28 22:00:00,39.875593333333335
2020-04-28 22:15:00,40.55878666666667
